Rk,Name,Position,Age,Team,Games,GS,MinutesPlayed,FG,FGA,3P,3PA,2P,2PA,FT,FTA,OffensiveRebounds,DefensiveRebounds,Assists,Steals,Blocks,Turnovers,Fouls,PTS
409,Jordan Nwora,SF,23,MIL,45,9,19.3,3.2,7.8,1.4,3.9,1.8,3.9,0.4,0.5,0.7,3.0,1.0,0.5,0.3,1.0,1.2,8.1
410,Royce O'Neale,SF,28,UTA,54,54,31.4,2.7,5.6,1.5,3.7,1.2,1.8,0.6,0.8,0.8,4.2,2.5,1.3,0.5,0.9,2.4,7.6
411,Semi Ojeleye,PF,27,MIL,20,0,15.4,0.9,3.5,0.6,2.1,0.4,1.5,0.5,0.7,1.3,1.7,0.3,0.3,0.3,0.3,1.3,2.9
412,Chuma Okeke,PF,23,ORL,49,10,23.9,3.0,7.9,1.5,4.8,1.5,3.1,0.7,0.9,0.7,4.0,1.6,1.4,0.6,0.8,1.3,8.2
413,Josh Okogie,SG,23,MIN,33,6,12.4,0.8,2.3,0.3,1.1,0.5,1.2,0.7,1.1,0.8,1.1,0.5,0.5,0.3,0.5,1.2,2.6
414,Onyeka Okongwu,C,21,ATL,26,6,21.5,3.5,4.9,0.0,0.0,3.5,4.9,1.6,2.2,2.2,3.3,1.1,0.7,1.4,1.2,3.2,8.7
415,Isaac Okoro,SF,21,CLE,43,37,28.8,3.2,6.8,0.8,2.7,2.3,4.2,1.8,2.3,1.0,2.1,1.9,0.8,0.3,1.0,2.6,9.0
416,KZ Okpala,PF,22,MIA,21,0,11.6,1.4,3.3,0.4,1.2,1.0,2.0,0.4,0.5,0.5,1.4,0.7,0.2,0.3,0.2,1.2,3.7
418,Kelly Olynyk,C,30,DET,21,1,20.0,3.5,8.6,1.0,3.5,2.4,5.1,1.7,2.4,1.6,3.3,2.8,0.9,0.5,1.7,2.4,9.7
419,Eugene Omoruyi,SF,24,DAL,4,0,4.5,0.5,1.3,0.3,0.5,0.3,0.8,0.5,1.0,0.5,1.3,0.5,0.0,0.0,0.0,0.5,1.8
420,Miye Oni,SG,24,UTA,16,0,2.8,0.1,0.6,0.1,0.5,0.1,0.1,0.0,0.1,0.1,0.4,0.3,0.0,0.0,0.1,0.4,0.3
421,Cedi Osman,SF,26,CLE,46,3,23.0,3.8,9.1,2.0,5.7,1.8,3.4,1.2,1.9,0.4,1.9,2.0,0.9,0.2,0.9,1.9,10.8
423,Kelly Oubre Jr.,SF,26,CHO,53,13,28.3,5.9,13.5,2.7,7.9,3.2,5.6,1.8,2.5,1.2,3.0,1.2,1.2,0.4,1.0,2.6,16.2
426,Kevin Pangos,PG,29,CLE,24,3,6.9,0.6,1.9,0.3,1.1,0.4,0.8,0.1,0.2,0.1,0.4,1.3,0.1,0.0,0.3,0.5,1.6
427,Jabari Parker,PF,26,BOS,12,0,9.3,1.5,3.2,0.7,1.3,0.8,1.8,0.8,0.8,0.4,1.9,0.5,0.3,0.1,0.7,1.1,4.4
428,Eric Paschall,PF,25,UTA,44,1,13.3,2.0,4.1,0.8,2.0,1.2,2.0,1.1,1.5,0.6,1.5,0.6,0.2,0.1,0.6,1.0,5.9
429,Chris Paul,PG,36,PHO,58,58,33.0,5.6,11.5,1.0,3.1,4.6,8.4,2.7,3.2,0.3,4.2,10.7,1.9,0.3,2.4,2.0,14.9
430,Cameron Payne,PG,27,PHO,40,0,20.4,4.0,9.8,1.1,3.4,2.8,6.4,1.4,1.7,0.4,2.4,3.6,0.6,0.3,1.8,1.9,10.5
431,Elfrid Payton,PG,27,PHO,38,0,11.7,1.5,3.7,0.1,0.4,1.4,3.4,0.3,0.7,0.5,1.5,2.2,0.5,0.1,1.0,0.9,3.3
432,Gary Payton II,PG,29,GSW,56,10,16.6,2.8,4.6,0.6,1.7,2.2,2.9,0.5,0.9,1.0,2.5,0.8,1.4,0.3,0.5,1.6,6.8
435,Jamorko Pickett,PF,24,DET,6,0,7.8,0.2,1.7,0.2,1.2,0.0,0.5,0.0,0.0,0.3,1.2,0.2,0.0,0.2,0.5,0.5,0.5
436,Theo Pinson,SF,26,DAL,16,0,7.5,0.6,2.0,0.4,1.6,0.2,0.4,0.3,0.3,0.1,1.1,0.8,0.3,0.1,0.1,0.6,1.8
437,Mason Plumlee,C,31,CHO,50,50,25.7,3.0,4.7,0.0,0.0,3.0,4.7,0.8,2.3,2.6,5.5,3.1,0.9,0.6,1.4,3.1,6.8
438,Jakob Poeltl,C,26,SAS,49,48,28.9,5.9,9.6,0.0,0.0,5.9,9.6,1.2,2.7,3.9,5.3,2.8,0.7,1.8,1.6,3.0,13.1
439,Aleksej Pokusevski,PF,20,OKC,42,2,16.6,2.3,5.9,0.7,2.6,1.5,3.2,0.2,0.4,1.0,3.4,1.2,0.5,0.6,1.2,1.2,5.5
440,Yves Pons,SF,22,MEM,7,0,3.1,0.1,0.4,0.1,0.1,0.0,0.3,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.3,0.4
441,Jordan Poole,SG,22,GSW,53,35,28.8,5.6,12.7,2.3,6.9,3.2,5.8,2.9,3.1,0.5,2.7,3.5,0.8,0.3,2.3,2.6,16.4
442,Kevin Porter Jr.,PG,21,HOU,39,39,30.1,4.7,11.8,2.3,6.0,2.4,5.8,2.0,3.3,0.7,3.2,6.2,1.2,0.3,3.5,2.5,13.7
443,Michael Porter Jr.,SF,23,DEN,9,9,29.4,4.1,11.4,1.1,5.3,3.0,6.1,0.6,1.0,1.0,5.6,1.9,1.1,0.2,1.3,1.8,9.9
444,Otto Porter Jr.,PF,28,GSW,48,13,21.5,3.2,6.7,1.5,3.7,1.7,3.0,0.6,0.8,1.1,4.2,1.5,1.1,0.5,0.5,1.4,8.4
445,Bobby Portis,C,26,MIL,50,45,28.8,6.0,12.5,1.9,4.7,4.1,7.8,1.3,1.8,2.6,6.6,1.3,0.8,0.8,1.5,2.6,15.3
446,Kristaps Porzi??is,PF,26,DAL,34,34,29.5,6.7,14.9,1.4,5.1,5.3,9.9,4.3,5.0,1.9,5.8,2.0,0.7,1.7,1.6,2.6,19.2
448,Dwight Powell,C,30,DAL,58,47,20.5,2.8,4.3,0.2,0.5,2.6,3.7,1.6,2.2,2.0,2.4,1.1,0.5,0.4,0.8,2.5,7.3
449,Myles Powell,PG,24,PHI,11,0,4.7,0.5,1.5,0.1,0.5,0.4,1.0,0.2,0.2,0.1,0.5,0.3,0.1,0.0,0.3,0.7,1.2
450,Norman Powell,SF,28,POR,40,39,33.3,6.2,13.6,2.3,5.7,3.9,7.8,4.0,5.0,0.4,2.9,2.1,1.0,0.4,1.6,2.3,18.7
451,Joshua Primo,SG,19,SAS,30,4,15.9,1.7,4.7,0.8,2.5,0.9,2.2,0.6,0.8,0.6,1.1,1.4,0.4,0.5,0.9,1.2,4.9
452,Taurean Prince,PF,27,MIN,47,8,15.3,2.0,4.5,1.1,2.7,1.0,1.8,0.6,0.8,0.4,2.0,0.9,0.6,0.3,0.7,1.4,5.7
453,Payton Pritchard,SG,24,BOS,49,2,12.3,1.7,4.5,1.0,2.7,0.7,1.8,0.3,0.3,0.3,1.3,1.7,0.2,0.1,0.7,0.9,4.7
454,Trevelin Queen,SG,24,HOU,8,0,8.6,1.6,3.6,1.0,2.8,0.6,0.9,0.4,0.4,0.6,1.1,0.4,0.6,0.0,0.9,0.8,4.6
455,Neemias Queta,C,22,SAC,10,0,5.6,0.9,2.3,0.0,0.0,0.9,2.3,0.3,0.5,1.1,0.8,0.4,0.1,0.4,0.4,1.1,2.1
456,Immanuel Quickley,PG,22,NYK,55,2,21.3,3.1,8.5,1.6,4.9,1.5,3.6,1.5,1.7,0.4,1.9,3.0,0.6,0.1,1.3,2.2,9.4
457,Jahmi'us Ramsey,SG,20,SAC,19,0,7.1,1.3,3.1,0.3,0.9,1.0,2.1,0.4,0.7,0.2,0.5,0.4,0.1,0.1,0.3,0.5,3.2
458,Julius Randle,PF,27,NYK,57,57,35.7,7.1,16.9,1.6,5.3,5.5,11.6,3.9,5.2,1.8,8.4,5.2,0.8,0.6,3.5,2.8,19.8
459,Austin Reaves,SG,23,LAL,39,0,21.3,2.1,4.3,0.8,2.4,1.3,1.9,1.2,1.4,0.6,2.1,1.3,0.3,0.3,0.5,1.4,6.2
460,Cam Reddish,SF,22,ATL,34,7,23.4,4.1,10.1,1.7,4.5,2.4,5.6,2.1,2.4,0.6,1.9,1.1,1.0,0.3,1.3,1.3,11.9
460,Cam Reddish,SF,22,NYK,9,0,11.6,1.2,3.8,0.3,1.8,0.9,2.0,2.2,2.3,0.1,0.8,0.4,0.8,0.2,0.7,0.4,5.0
461,Davon Reed,SG,26,DEN,29,3,13.8,1.6,3.3,0.8,1.8,0.8,1.4,0.1,0.2,0.3,2.2,1.0,0.6,0.1,0.3,1.4,4.0
462,Paul Reed,C,22,PHI,24,2,9.5,1.1,2.5,0.0,0.2,1.1,2.3,0.2,0.4,1.3,1.4,0.4,0.8,0.5,0.3,1.5,2.4
463,Naz Reid,C,22,MIN,56,5,15.9,2.9,6.3,0.8,2.1,2.2,4.1,1.5,2.0,1.4,2.5,0.9,0.4,1.0,1.0,2.1,8.1
464,Nick Richards,C,24,CHO,41,5,8.4,1.3,2.0,0.0,0.0,1.3,2.0,0.7,1.0,0.7,1.2,0.3,0.2,0.5,0.5,1.2,3.4
465,Josh Richardson,SG,28,BOS,44,0,24.7,3.5,7.8,1.4,3.5,2.0,4.3,1.4,1.6,0.6,2.3,1.5,0.8,0.5,0.9,1.9,9.7
466,Austin Rivers,SG,29,DEN,44,13,21.0,2.2,5.3,1.2,3.5,1.0,1.9,0.4,0.6,0.3,1.3,1.1,0.7,0.1,0.9,1.6,6.0
467,Duncan Robinson,SG,27,MIA,55,50,27.2,3.9,10.0,3.0,8.4,0.9,1.6,0.7,0.8,0.4,2.6,1.5,0.6,0.2,0.9,2.6,11.6
468,Justin Robinson,PG,24,MIL,17,0,11.6,1.1,3.4,0.6,2.2,0.5,1.2,0.1,0.1,0.1,0.6,1.2,0.5,0.0,0.6,1.0,2.8
468,Justin Robinson,PG,24,DET,5,0,18.2,1.8,5.6,1.6,4.2,0.2,1.4,0.4,1.2,0.4,1.0,1.8,0.2,0.2,1.0,1.6,5.6
469,Mitchell Robinson,C,23,NYK,53,44,25.4,3.6,4.7,0.0,0.0,3.6,4.7,1.3,2.5,3.9,4.9,0.4,0.6,1.7,0.8,2.7,8.4
470,Jeremiah Robinson-Earl,C,21,OKC,44,36,23.0,2.7,6.6,1.1,3.4,1.5,3.2,0.7,1.0,1.6,4.2,1.0,0.6,0.3,0.8,1.7,7.1
471,Isaiah Roby,PF,23,OKC,22,8,15.1,2.8,5.4,0.6,1.5,2.2,4.0,0.8,1.2,1.4,2.3,0.7,0.6,0.5,0.8,1.9,7.0
472,Rajon Rondo,PG,35,LAL,18,0,16.1,1.3,3.9,0.4,1.7,0.8,2.3,0.1,0.1,0.6,2.2,3.7,0.7,0.3,1.9,1.4,3.1
472,Rajon Rondo,PG,35,CLE,13,0,21.4,2.4,5.9,1.2,3.2,1.2,2.8,1.2,1.5,0.2,3.2,4.7,1.1,0.0,1.7,1.5,7.2
473,Derrick Rose,PG,33,NYK,26,4,24.5,4.7,10.5,1.4,3.5,3.3,7.0,1.2,1.2,0.8,2.2,4.0,0.8,0.5,1.5,0.6,12.0
474,Terrence Ross,SG,30,ORL,51,0,24.2,3.7,9.0,1.3,4.2,2.3,4.8,1.9,2.2,0.3,2.2,2.0,0.5,0.2,1.3,1.1,10.6
475,Terry Rozier,SG,27,CHO,50,50,33.7,6.9,16.1,3.0,8.3,3.9,7.8,2.1,2.5,0.8,3.6,4.3,1.1,0.4,1.3,1.6,19.0
476,Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,1.7,5.1,2.6,7.0,2.6,3.0,0.4,3.7,6.6,1.4,0.2,2.6,2.2,13.1
477,D'Angelo Russell,PG,25,MIN,45,45,32.2,6.5,15.9,3.0,8.6,3.5,7.3,2.9,3.6,0.4,3.1,7.0,0.9,0.5,2.5,2.2,18.8
478,Domantas Sabonis,C,25,IND,47,46,34.7,7.0,12.1,0.7,2.3,6.3,9.9,4.1,5.5,3.3,8.8,5.0,1.0,0.5,3.0,3.1,18.9
478,Domantas Sabonis,PF,25,SAC,4,4,32.3,7.8,13.5,0.0,0.8,7.8,12.8,1.8,2.5,3.0,8.5,5.5,1.0,0.3,3.0,3.3,17.3
480,Tomáš Satoransk?,SG,30,NOP,32,3,15.0,1.0,3.3,0.2,1.0,0.8,2.4,0.6,0.8,0.6,1.4,2.4,0.4,0.0,0.7,1.0,2.8
482,Admiral Schofield,SF,24,ORL,24,1,11.3,1.3,2.8,0.6,1.7,0.8,1.1,0.2,0.3,0.4,1.7,0.7,0.1,0.2,0.5,1.3,3.5
483,Dennis Schröder,SG,28,BOS,49,25,29.2,5.2,11.9,1.4,3.9,3.9,8.0,2.5,3.0,0.6,2.8,4.2,0.8,0.1,2.1,2.4,14.4
485,Jay Scrubb,SG,21,LAC,18,0,6.7,1.0,2.6,0.3,1.2,0.7,1.4,0.4,0.6,0.1,0.8,0.4,0.2,0.2,0.4,0.5,2.7
487,Alperen Þengün,C,19,HOU,49,5,18.8,3.1,6.4,0.4,1.3,2.7,5.1,2.3,3.2,1.7,3.1,2.5,0.8,0.9,2.0,2.9,8.8
488,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,1.0,4.1,5.2,9.6,2.6,3.5,1.2,2.1,2.1,0.9,0.0,2.8,2.3,16.0
489,Landry Shamet,SG,24,PHO,45,7,19.8,2.4,6.4,1.6,4.5,0.8,2.0,1.0,1.2,0.2,1.7,1.6,0.5,0.1,0.5,1.2,7.4
490,Day'Ron Sharpe,PF,20,BRK,29,8,12.8,2.8,4.8,0.0,0.1,2.7,4.7,0.7,1.3,2.7,2.6,0.5,0.3,0.5,1.0,2.1,6.3
491,Pascal Siakam,PF,27,TOR,44,44,37.8,8.5,17.1,1.1,3.1,7.4,14.0,3.9,5.3,2.1,6.6,5.2,1.3,0.7,2.8,3.5,21.9
492,Chris Silva,PF,25,MIA,9,0,9.8,0.9,1.7,0.0,0.0,0.9,1.7,1.1,1.3,1.4,2.4,0.8,0.0,0.1,0.9,2.2,2.9
493,Marko Simonovic,C,22,CHI,9,0,3.9,0.4,1.7,0.1,0.6,0.3,1.1,0.9,1.2,0.6,0.6,0.0,0.1,0.1,0.2,0.7,1.9
494,Anfernee Simons,SG,22,POR,53,26,29.3,6.2,13.8,3.1,7.6,3.1,6.1,1.6,1.8,0.5,2.2,3.9,0.5,0.1,1.9,1.9,17.0
495,Jericho Sims,PF,23,NYK,18,0,6.5,0.4,0.6,0.0,0.0,0.4,0.6,0.2,0.2,0.6,0.9,0.1,0.2,0.4,0.1,0.6,1.1
497,Javonte Smart,PG,22,MIL,13,1,12.3,0.8,3.3,0.3,1.4,0.5,1.9,0.4,0.5,0.3,1.2,1.1,0.3,0.2,0.7,0.8,2.4
498,Marcus Smart,PG,27,BOS,50,50,32.7,4.0,9.8,1.5,4.8,2.5,5.0,2.2,2.8,0.6,3.3,5.3,1.8,0.3,2.0,2.4,11.7
499,Dennis Smith Jr.,PG,24,POR,37,4,17.2,2.1,5.1,0.2,0.7,2.0,4.4,1.1,1.7,0.5,1.8,3.6,1.2,0.3,1.4,1.4,5.6
500,Ish Smith,PG,33,CHO,37,1,13.8,2.0,5.0,0.3,0.7,1.7,4.3,0.3,0.5,0.3,1.2,2.6,0.5,0.3,1.0,0.9,4.5
501,Jalen Smith,PF,21,PHO,29,4,13.2,2.2,4.7,0.3,1.3,1.9,3.4,1.4,1.8,1.9,2.9,0.2,0.2,0.6,0.8,1.8,6.0
501,Jalen Smith,PF,21,IND,4,2,21.0,4.8,8.0,1.5,3.3,3.3,4.8,1.0,1.5,1.5,4.8,1.0,0.8,0.8,1.3,2.8,12.0
503,Tony Snell,SG,30,POR,38,10,14.4,0.9,2.6,0.6,2.0,0.3,0.6,0.1,0.1,0.3,1.6,0.5,0.2,0.2,0.3,1.2,2.6
505,Cassius Stanley,SG,22,DET,9,1,17.2,2.1,5.1,0.4,1.9,1.7,3.2,1.1,1.1,0.6,1.6,0.4,0.6,0.2,0.7,1.9,5.8
507,Lance Stephenson,SF,31,ATL,6,0,11.7,0.8,2.2,0.0,0.5,0.8,1.7,0.2,0.3,0.2,2.3,1.8,0.0,0.0,0.7,1.3,1.8
507,Lance Stephenson,SG,31,IND,24,1,19.7,3.9,8.4,0.6,2.4,3.3,6.0,1.6,2.0,0.4,2.8,4.1,0.6,0.1,1.8,2.0,10.0
508,Lamar Stevens,PF,24,CLE,41,8,14.3,2.0,4.3,0.3,1.1,1.7,3.2,0.6,1.0,0.7,1.5,0.6,0.5,0.2,0.5,1.4,5.0
509,Isaiah Stewart,C,20,DET,50,50,26.0,3.6,7.0,0.1,0.5,3.6,6.5,1.0,1.4,3.1,5.4,1.1,0.3,1.1,1.3,2.9,8.3
510,Max Strus,SF,25,MIA,46,9,24.0,3.8,8.5,2.7,6.5,1.1,2.0,0.7,0.9,0.4,2.8,1.3,0.3,0.2,0.8,1.7,10.9
511,Jalen Suggs,PG,20,ORL,39,36,28.2,4.4,12.0,0.9,4.2,3.5,7.9,2.8,3.7,0.6,3.1,4.4,1.3,0.4,3.0,3.0,12.6
513,Keifer Sykes,PG,28,IND,20,10,19.3,2.5,6.8,1.0,3.3,1.5,3.6,0.6,0.7,0.4,1.5,2.2,0.4,0.2,1.3,1.9,6.5
514,Jae'Sean Tate,SF,26,HOU,55,54,27.4,4.9,9.7,0.7,2.6,4.1,7.1,2.0,2.8,1.7,3.9,3.0,1.0,0.6,1.9,3.7,12.5
515,Jayson Tatum,SF,23,BOS,56,56,36.1,8.9,20.6,2.8,8.4,6.2,12.2,5.1,6.0,1.2,7.2,4.2,1.0,0.7,2.9,2.3,25.7
516,Terry Taylor,SG,22,IND,13,2,19.0,4.2,7.1,0.3,0.7,3.9,6.4,0.8,1.0,3.4,3.5,1.5,0.2,0.2,0.4,1.9,9.5
517,Garrett Temple,SG,35,NOP,54,16,19.2,1.9,5.1,1.0,3.2,0.9,1.9,0.5,0.7,0.5,2.0,1.3,0.7,0.4,0.7,1.5,5.4
521,Daniel Theis,C,29,HOU,26,21,22.5,3.2,6.9,0.9,3.0,2.3,3.8,1.0,1.5,1.2,3.8,0.8,0.4,0.7,1.2,2.4,8.4
522,Brodric Thomas,SG,25,BOS,8,0,5.0,0.4,1.4,0.1,0.9,0.3,0.5,0.3,0.3,0.3,0.5,0.6,0.0,0.1,0.5,0.6,1.1
523,Cam Thomas,SG,20,BRK,47,2,19.4,3.7,8.4,0.8,3.0,2.9,5.4,1.3,1.6,0.2,2.4,1.3,0.5,0.1,0.8,1.0,9.6
524,Isaiah Thomas,PG,32,LAL,4,1,25.3,3.0,9.8,1.3,5.5,1.8,4.3,2.0,2.8,0.3,1.8,1.5,0.0,0.5,1.3,3.0,9.3
525,Matt Thomas,SG,27,CHI,35,0,12.8,1.4,3.6,0.9,2.5,0.5,1.1,0.5,0.6,0.1,1.3,0.6,0.2,0.1,0.2,0.5,4.3
526,Klay Thompson,SG,31,GSW,16,16,25.3,6.2,14.8,2.9,7.7,3.3,7.1,1.8,1.9,0.4,3.4,3.1,0.6,0.4,1.4,1.5,17.1
527,Tristan Thompson,PF,30,SAC,30,3,15.2,2.5,5.0,0.0,0.0,2.5,5.0,1.1,2.0,2.4,3.0,0.6,0.4,0.4,1.0,1.7,6.2
527,Tristan Thompson,PF,30,IND,4,0,16.5,3.3,6.0,0.0,0.0,3.3,6.0,0.8,2.0,1.8,2.8,0.5,0.0,0.5,1.0,1.8,7.3
528,JT Thor,PF,19,CHO,18,0,8.6,0.9,2.2,0.3,1.2,0.6,0.9,0.4,0.7,0.4,1.0,0.6,0.3,0.4,0.3,1.0,2.6
529,Matisse Thybulle,SG,24,PHI,42,27,26.6,2.3,4.7,0.7,2.5,1.6,2.3,0.4,0.5,0.5,1.7,1.2,1.8,1.1,0.6,2.3,5.8
530,Killian Tillie,C,23,MEM,32,3,13.3,1.3,3.6,0.8,2.4,0.5,1.2,0.2,0.3,0.6,1.1,0.6,0.7,0.4,0.3,1.7,3.6
531,Xavier Tillman Sr.,PF,23,MEM,39,0,13.1,1.8,3.9,0.2,0.9,1.6,3.0,0.8,1.2,1.2,1.8,1.0,1.1,0.4,0.7,1.3,4.5
532,Isaiah Todd,PF,20,WAS,10,0,4.1,0.5,1.7,0.4,1.1,0.1,0.6,0.2,0.6,0.2,0.8,0.3,0.2,0.2,0.1,0.1,1.6
533,Obi Toppin,PF,23,NYK,54,2,15.1,2.8,5.6,0.4,1.7,2.4,3.8,1.2,1.6,0.9,2.6,0.9,0.3,0.4,0.8,1.4,7.3
534,Juan Toscano-Anderson,SF,28,GSW,56,5,14.5,1.8,3.6,0.4,1.3,1.4,2.3,0.6,1.0,0.5,2.2,1.9,0.7,0.3,1.1,1.6,4.5
535,Karl-Anthony Towns,C,26,MIN,52,52,34.3,8.7,16.7,2.1,5.2,6.6,11.5,4.9,5.9,2.8,6.9,4.0,1.0,1.1,3.3,3.6,24.4
536,Gary Trent Jr.,SG,23,TOR,48,47,34.9,6.7,15.7,3.2,8.0,3.5,7.6,1.9,2.4,0.3,2.4,1.9,1.9,0.3,1.0,2.1,18.6
537,P.J. Tucker,PF,36,MIA,51,50,28.3,3.1,6.3,1.4,3.1,1.7,3.2,0.7,1.0,1.4,4.0,2.1,0.8,0.2,1.0,2.4,8.4
539,Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,1.5,4.4,3.3,5.0,1.9,2.5,1.5,5.5,1.0,0.7,2.8,1.3,2.8,12.9
540,Jonas Valan?i?nas,C,29,NOP,52,52,31.2,6.9,12.8,0.9,2.3,6.0,10.5,3.3,4.1,3.2,8.2,2.6,0.5,0.9,2.5,3.3,18.0
541,Denzel Valentine,SG,28,CLE,22,0,9.3,1.0,2.8,0.8,2.0,0.2,0.8,0.0,0.0,0.4,1.3,0.5,0.3,0.0,0.5,0.8,2.9
542,Jarred Vanderbilt,PF,22,MIN,54,47,26.0,3.0,5.0,0.0,0.2,3.0,4.8,1.1,1.7,3.1,5.7,1.4,1.5,0.7,1.0,2.5,7.2
543,Fred VanVleet,PG,27,TOR,50,50,38.4,7.3,17.3,4.0,10.0,3.2,7.3,3.1,3.5,0.8,3.8,7.0,1.6,0.5,2.7,2.3,21.6
544,Devin Vassell,SF,21,SAS,51,12,25.7,4.5,10.3,1.7,5.1,2.7,5.2,0.9,1.1,0.5,3.7,1.7,1.0,0.6,0.7,2.0,11.5
545,Gabe Vincent,PG,25,MIA,49,19,24.2,3.3,7.8,1.9,4.9,1.5,2.9,0.8,0.9,0.4,1.7,3.3,1.0,0.2,1.6,2.5,9.3
546,Nikola Vu?evi?,C,31,CHI,52,52,33.9,7.7,16.2,1.5,4.8,6.2,11.4,1.3,1.7,2.0,9.7,3.6,1.0,1.2,1.9,2.5,18.2
547,Dean Wade,PF,25,CLE,43,25,19.3,2.0,4.3,1.1,2.9,0.9,1.4,0.4,0.6,0.7,2.5,1.2,0.6,0.1,0.4,1.7,5.5
548,Franz Wagner,SF,20,ORL,60,60,32.0,5.9,12.7,1.3,3.6,4.7,9.2,2.4,2.9,1.1,3.5,3.0,0.9,0.5,1.6,2.1,15.6
549,Moritz Wagner,C,24,ORL,45,0,12.5,2.6,5.3,0.9,2.8,1.7,2.5,1.4,1.8,0.5,2.0,1.1,0.3,0.2,0.7,1.8,7.6
550,Ish Wainright,PF,27,PHO,29,0,7.4,0.7,2.0,0.3,1.1,0.4,0.9,0.1,0.2,0.7,0.6,0.3,0.3,0.2,0.3,1.1,1.9
551,Kemba Walker,PG,31,NYK,37,37,25.6,4.0,10.0,2.0,5.4,2.1,4.6,1.6,1.9,0.4,2.6,3.5,0.7,0.2,1.3,1.0,11.6
552,Lonnie Walker IV,SG,23,SAS,54,6,22.8,4.2,10.6,1.4,4.7,2.8,5.8,1.5,1.8,0.3,2.3,2.3,0.6,0.3,1.1,1.4,11.2
555,Brad Wanamaker,PG,32,IND,22,1,13.3,1.2,3.3,0.2,0.8,1.0,2.5,0.9,1.0,0.3,1.3,2.2,0.2,0.3,1.0,1.9,3.5
556,Duane Washington Jr.,PG,21,IND,28,7,19.8,3.3,8.6,1.5,4.4,1.8,4.2,0.8,1.0,0.1,1.8,1.9,0.5,0.0,1.0,1.4,8.8
557,P.J. Washington,PF,23,CHO,42,5,24.9,3.4,7.6,1.8,4.7,1.6,2.9,1.0,1.5,1.3,4.1,2.0,0.8,0.9,1.3,2.5,9.7
558,Yuta Watanabe,SF,27,TOR,25,4,14.6,1.7,4.2,0.8,2.4,0.8,1.9,0.7,1.2,0.6,2.3,0.6,0.3,0.5,0.6,1.3,4.9
561,Trendon Watford,SF,21,POR,33,0,12.6,1.9,3.2,0.0,0.3,1.8,2.8,0.7,1.1,0.8,2.4,1.1,0.3,0.5,0.7,1.7,4.5
562,Paul Watson,SF,27,OKC,9,3,17.3,1.3,3.9,0.7,2.9,0.7,1.0,0.1,0.2,0.3,2.7,0.9,0.3,0.3,0.4,1.1,3.4
563,Quinndary Weatherspoon,SG,25,GSW,5,0,6.6,1.2,2.0,0.0,0.2,1.2,1.8,0.4,0.4,0.2,1.0,0.4,0.2,0.2,0.6,1.4,2.8
564,Russell Westbrook,PG,33,LAL,57,57,34.6,6.9,15.8,1.0,3.5,5.9,12.4,3.4,5.1,1.4,6.4,7.5,1.0,0.3,4.0,3.0,18.3
565,Coby White,PG,21,CHI,39,15,28.2,5.0,11.0,2.4,5.9,2.6,5.1,1.6,1.9,0.3,2.8,2.8,0.5,0.3,1.3,2.3,14.0
566,Derrick White,SG,27,SAS,49,48,30.3,5.0,11.6,1.7,5.3,3.3,6.4,2.8,3.3,0.5,3.0,5.6,1.0,0.9,1.8,2.4,14.4
566,Derrick White,SG,27,BOS,4,1,30.3,4.3,11.3,1.5,6.5,2.8,4.8,2.3,3.0,1.0,3.3,3.8,1.8,1.0,1.5,3.0,12.3
567,Hassan Whiteside,C,32,UTA,46,7,18.5,3.5,5.5,0.0,0.0,3.5,5.5,1.7,2.6,2.5,5.3,0.4,0.3,1.5,0.9,3.0,8.7
568,Joe Wieskamp,SG,22,SAS,15,0,6.1,0.9,1.9,0.5,1.3,0.3,0.6,0.2,0.5,0.2,0.3,0.3,0.1,0.1,0.1,0.4,2.5
569,Aaron Wiggins,SG,23,OKC,34,20,22.4,2.6,5.7,0.8,2.6,1.9,3.1,1.1,1.5,0.9,2.5,1.1,0.7,0.2,0.8,2.0,7.1
570,Andrew Wiggins,SF,26,GSW,54,54,31.7,6.7,13.9,2.3,5.5,4.4,8.4,2.1,3.2,1.0,3.2,2.1,1.0,0.7,1.5,1.9,17.7
571,Lindell Wigginton,PG,23,MIL,9,0,9.8,1.6,2.8,0.8,1.4,0.8,1.3,0.8,1.2,0.1,1.0,0.8,0.3,0.1,0.7,0.9,4.7
573,Grant Williams,PF,23,BOS,55,15,23.2,2.5,5.2,1.6,3.5,1.0,1.7,0.8,0.9,0.8,2.5,1.1,0.5,0.7,0.7,2.3,7.5
574,Kenrich Williams,SF,27,OKC,49,0,21.9,3.0,6.5,0.8,2.5,2.1,4.0,0.6,1.1,1.5,3.0,2.2,0.9,0.2,0.9,1.7,7.4
575,Lou Williams,PG,35,ATL,40,0,14.7,2.4,6.1,0.8,2.1,1.7,4.0,1.3,1.4,0.3,1.3,2.0,0.5,0.1,0.8,0.9,6.8
576,Patrick Williams,PF,20,CHI,5,5,25.0,2.6,4.6,0.6,1.2,2.0,3.4,0.8,0.8,0.2,2.0,0.6,0.6,0.4,0.4,1.8,6.6
